ExtID	Mapset	Map	MapFld	FldType	FldRow	FldCol	FldLen	Attrib	Color	Hilight	Initial
MAP000232	BNK1UAM	BNK1UAM.BNK1UA	ACCNO	FIELD	5	17	8	(NORM,NUM,IC,UNPROT)			
MAP000233	BNK1UAM	BNK1UAM.BNK1UA		LABEL	5	26	1	(PROT,ASKIP)			
MAP000234	BNK1UAM	BNK1UAM.BNK1UA		LABEL	7	1	18	(NORM,PROT)			' Customer Number:'
MAP000235	BNK1UAM	BNK1UAM.BNK1UA	CUSTNO	FIELD	7	20	10	(NORM,PROT,FSET)			
MAP000236	BNK1UAM	BNK1UAM.BNK1UA		LABEL	7	32	1	(ASKIP,PROT)			
MAP000237	BNK1UAM	BNK1UAM.BNK1UA		LABEL	8	1	18	(NORM,PROT)			' Sort Code      :'
MAP000238	BNK1UAM	BNK1UAM.BNK1UA	SORTC	FIELD	8	20	6	(NORM,PROT,FSET)			
MAP000239	BNK1UAM	BNK1UAM.BNK1UA		LABEL	8	27	1	(ASKIP,PROT)			
MAP000240	BNK1UAM	BNK1UAM.BNK1UA		LABEL	9	1	18	(NORM,PROT)			' Account Number :'
MAP000241	BNK1UAM	BNK1UAM.BNK1UA	ACCNO2	FIELD	9	20	8	(PROT,NORM,FSET)			
MAP000242	BNK1UAM	BNK1UAM.BNK1UA		LABEL	9	32	1	(ASKIP,PROT)			
MAP000243	BNK1UAM	BNK1UAM.BNK1UA		LABEL	10	1	18	(NORM,PROT)			' Account Type   :'
MAP000244	BNK1UAM	BNK1UAM.BNK1UA	ACTYPE	FIELD	10	20	8	(UNPROT,FSET,NORM)			
MAP000245	BNK1UAM	BNK1UAM.BNK1UA		LABEL	10	29	1	(ASKIP,PROT)			
MAP000246	BNK1UAM	BNK1UAM.BNK1UA		LABEL	11	1	18	(NORM,PROT)			' Interest Rate  :'
MAP000247	BNK1UAM	BNK1UAM.BNK1UA	INTRT	FIELD	11	20	7	(UNPROT,FSET,NORM)			
MAP000248	BNK1UAM	BNK1UAM.BNK1UA		LABEL	11	28	1	(ASKIP,PROT)			
MAP000249	BNK1UAM	BNK1UAM.BNK1UA		LABEL	12	1	18	(NORM,PROT)			' Account Opened :'
MAP000250	BNK1UAM	BNK1UAM.BNK1UA	OPENDD	FIELD	12	20	2	(NORM,PROT,FSET)			
MAP000251	BNK1UAM	BNK1UAM.BNK1UA		LABEL	12	23	1	(NORM,PROT)			'/'
MAP000252	BNK1UAM	BNK1UAM.BNK1UA	OPENMM	FIELD	12	25	2	(NORM,PROT,FSET)			
MAP000253	BNK1UAM	BNK1UAM.BNK1UA		LABEL	12	28	1	(NORM,PROT)			'/'
MAP000254	BNK1UAM	BNK1UAM.BNK1UA	OPENYY	FIELD	12	30	4	(NORM,PROT,FSET)			
MAP000255	BNK1UAM	BNK1UAM.BNK1UA		LABEL	13	1	18	(NORM,PROT)			' Overdraft limit:'
MAP000256	BNK1UAM	BNK1UAM.BNK1UA	OVERDR	FIELD	13	20	8	(NORM,UNPROT,FSET)			
MAP000257	BNK1UAM	BNK1UAM.BNK1UA		LABEL	13	29	1	(ASKIP,PROT)			
MAP000258	BNK1UAM	BNK1UAM.BNK1UA		LABEL	14	1	18	(NORM,PROT)			' Last statement :'
MAP000259	BNK1UAM	BNK1UAM.BNK1UA	LSTMTDD	FIELD	14	20	2	(NORM,PROT,FSET)			
MAP000260	BNK1UAM	BNK1UAM.BNK1UA		LABEL	14	23	1	(NORM,PROT)			'/'
MAP000261	BNK1UAM	BNK1UAM.BNK1UA	LSTMTMM	FIELD	14	25	2	(NORM,PROT,FSET)			
MAP000262	BNK1UAM	BNK1UAM.BNK1UA		LABEL	14	28	1	(NORM,PROT)			'/'
MAP000263	BNK1UAM	BNK1UAM.BNK1UA	LSTMTYY	FIELD	14	30	4	(NORM,PROT,FSET)			
MAP000264	BNK1UAM	BNK1UAM.BNK1UA		LABEL	14	35	1	(ASKIP,PROT)			
MAP000265	BNK1UAM	BNK1UAM.BNK1UA		LABEL	15	1	18	(NORM,PROT)			' Next statement :'
MAP000266	BNK1UAM	BNK1UAM.BNK1UA	NSTMTDD	FIELD	15	20	2	(NORM,PROT,FSET)			
MAP000267	BNK1UAM	BNK1UAM.BNK1UA		LABEL	15	23	1	(NORM,PROT)			'/'
MAP000268	BNK1UAM	BNK1UAM.BNK1UA	NSTMTMM	FIELD	15	25	2	(NORM,PROT,FSET)			
MAP000269	BNK1UAM	BNK1UAM.BNK1UA		LABEL	15	28	1	(NORM,PROT)			'/'
MAP000270	BNK1UAM	BNK1UAM.BNK1UA	NSTMTYY	FIELD	15	30	4	(NORM,PROT,FSET)			
MAP000271	BNK1UAM	BNK1UAM.BNK1UA		LABEL	16	1	17	(NORM,PROT)			' Available Bal  :'
MAP000272	BNK1UAM	BNK1UAM.BNK1UA	AVBAL	FIELD	16	19	14	(NORM,PROT,FSET)			
MAP000273	BNK1UAM	BNK1UAM.BNK1UA		LABEL	17	1	17	(NORM,PROT)			' Actual Balance :'
MAP000274	BNK1UAM	BNK1UAM.BNK1UA	ACTBAL	FIELD	17	19	14	(NORM,PROT,FSET)			
MAP000275	BNK1UAM	BNK1UAM.BNK1UA	MESSAGE	FIELD	23	1	79	(BRT,PROT)			
MAP000276	BNK1UAM	BNK1UAM.BNK1UA		LABEL	24	1	20	(NORM,PROT)			'F3=Exit   F12=Cancel'
MAP000277	BNK1UAM	BNK1UAM.BNK1UA	DUMMY	FIELD	24	79	1	(DRK,PROT,FSET)			' '
MAP000278	BNK1CAM	BNK1CAM.									
MAP000279	BNK1CAM	BNK1CAM.BNK1CA									
MAP000280	BNK1CAM	BNK1CAM.BNK1CA		LABEL	1	1	7	(PROT,NORM)			'BNK1CA '
MAP000281	BNK1CAM	BNK1CAM.BNK1CA	COMPANY	FIELD	1	18	58	(NORM,PROT)			'CICS Banking Sample Application- Create Account.'
MAP000282	BNK1CAM	BNK1CAM.BNK1CA		LABEL	3	1	57	(NORM,PROT)			'Please provide the requested information and press Enter.'
MAP000283	BNK1CAM	BNK1CAM.BNK1CA		LABEL	6	1	18	(NORM,PROT)			'Customer number  :'
MAP000284	BNK1CAM	BNK1CAM.BNK1CA	CUSTNO	FIELD	6	23	10	(NORM,NUM,FSET)			
MAP000285	BNK1CAM	BNK1CAM.BNK1CA		LABEL	6	34	1	(PROT,ASKIP)			
MAP000286	BNK1CAM	BNK1CAM.BNK1CA		LABEL	7	1	18	(NORM,PROT)			'Account Type     :'
MAP000287	BNK1CAM	BNK1CAM.BNK1CA	ACCTYP	FIELD	7	23	8	(NORM,UNPROT,FSET)			
MAP000288	BNK1CAM	BNK1CAM.BNK1CA		LABEL	7	32	1	(PROT,ASKIP)			
MAP000289	BNK1CAM	BNK1CAM.BNK1CA		LABEL	8	1	18	(NORM,PROT)			'Interest Rate    :'
MAP000290	BNK1CAM	BNK1CAM.BNK1CA	INTRT	FIELD	8	23	7	(NORM,FSET,UNPROT)			'0000.00'
MAP000291	BNK1CAM	BNK1CAM.BNK1CA		LABEL	8	31	1	(PROT,ASKIP)			
MAP000292	BNK1CAM	BNK1CAM.BNK1CA		LABEL	9	1	18	(NORM,PROT)			'Overdraft Limit  :'
MAP000293	BNK1CAM	BNK1CAM.BNK1CA	OVERDR	FIELD	9	23	8	(NORM,NUM,UNPROT,FSET)			'0'
MAP000294	BNK1CAM	BNK1CAM.BNK1CA		LABEL	9	32	1	(PROT,ASKIP)			
MAP000295	BNK1CAM	BNK1CAM.BNK1CA		LABEL	13	1	18	(NORM,PROT)			'Account number   :'
MAP000296	BNK1CAM	BNK1CAM.BNK1CA	ACCNO	FIELD	13	23	8	(NORM,PROT,FSET)			'        '
MAP000297	BNK1CAM	BNK1CAM.BNK1CA		LABEL	14	1	18	(NORM,PROT)			'Sort code        :'
MAP000298	BNK1CAM	BNK1CAM.BNK1CA	SRTCD	FIELD	14	23	6	(NORM,PROT,FSET)			
MAP000299	BNK1CAM	BNK1CAM.BNK1CA		LABEL	15	1	18	(NORM,PROT)			'Account Opened   :'
MAP000300	BNK1CAM	BNK1CAM.BNK1CA	OPENDD	FIELD	15	23	2	(NORM,PROT,FSET)			
MAP000301	BNK1CAM	BNK1CAM.BNK1CA		LABEL	15	26	1	(NORM,PROT)			'/'
MAP000302	BNK1CAM	BNK1CAM.BNK1CA	OPENMM	FIELD	15	28	2	(NORM,PROT,FSET)			
MAP000303	BNK1CAM	BNK1CAM.BNK1CA		LABEL	15	31	1	(NORM,PROT)			'/'
MAP000304	BNK1CAM	BNK1CAM.BNK1CA	OPENYY	FIELD	15	33	4	(NORM,PROT,FSET)			
MAP000305	BNK1CAM	BNK1CAM.BNK1CA		LABEL	16	1	18	(NORM,PROT)			'Last Stmt Date   :'
MAP000306	BNK1CAM	BNK1CAM.BNK1CA	LSTMDD	FIELD	16	23	2	(NORM,PROT,FSET)			
MAP000307	BNK1CAM	BNK1CAM.BNK1CA		LABEL	16	26	1	(NORM,PROT)			'/'
MAP000308	BNK1CAM	BNK1CAM.BNK1CA	LSTMMM	FIELD	16	28	2	(NORM,PROT,FSET)			
MAP000309	BNK1CAM	BNK1CAM.BNK1CA		LABEL	16	31	1	(NORM,PROT)			'/'
MAP000310	BNK1CAM	BNK1CAM.BNK1CA	LSTMYY	FIELD	16	33	4	(NORM,PROT,FSET)			
MAP000311	BNK1CAM	BNK1CAM.BNK1CA		LABEL	17	1	18	(NORM,PROT)			'Next Stmt Date   :'
MAP000312	BNK1CAM	BNK1CAM.BNK1CA	NSTMTDD	FIELD	17	23	2	(NORM,PROT,FSET)			
MAP000313	BNK1CAM	BNK1CAM.BNK1CA		LABEL	17	26	1	(NORM,PROT)			'/'
MAP000314	BNK1CAM	BNK1CAM.BNK1CA	NSTMTMM	FIELD	17	28	2	(NORM,PROT,FSET)			
MAP000315	BNK1CAM	BNK1CAM.BNK1CA		LABEL	17	31	1	(NORM,PROT)			'/'
MAP000316	BNK1CAM	BNK1CAM.BNK1CA	NSTMTYY	FIELD	17	33	4	(NORM,PROT,FSET)			
MAP000317	BNK1CAM	BNK1CAM.BNK1CA		LABEL	18	1	18	(NORM,PROT)			'Available Balance:'
MAP000318	BNK1CAM	BNK1CAM.BNK1CA	AVAIL	FIELD	18	22	14	(NORM,PROT,FSET)			
MAP000319	BNK1CAM	BNK1CAM.BNK1CA		LABEL	19	1	18	(NORM,PROT)			'Actual Balance   :'
MAP000320	BNK1CAM	BNK1CAM.BNK1CA	ACTBAL	FIELD	19	22	14	(NORM,PROT,FSET)			
MAP000321	BNK1CAM	BNK1CAM.BNK1CA	MESSAGE	FIELD	23	1	79	(BRT,PROT)			
MAP000322	BNK1CAM	BNK1CAM.BNK1CA		LABEL	24	1	20	(NORM,PROT)			'F3=Exit   F12=Cancel'
MAP000323	BNK1CAM	BNK1CAM.BNK1CA	DUMMY	FIELD	24	79	1	(DRK,PROT,FSET)			' '
MAP000324	BNK1CCM	BNK1CCM.									
MAP000325	BNK1CCM	BNK1CCM.BNK1CC									
MAP000326	BNK1CCM	BNK1CCM.BNK1CC		LABEL	1	1	7	(PROT,NORM)			'BNK1CC '
MAP000327	BNK1CCM	BNK1CCM.BNK1CC	COMPANY	FIELD	1	16	52	(NORM,PROT)			'CICS Banking Sample Application - Create Customer.'
MAP000328	BNK1CCM	BNK1CCM.BNK1CC		LABEL	3	1	46	(NORM,PROT)			'Provide a Name, Address and D.O.B. then Enter '
MAP000329	BNK1CCM	BNK1CCM.BNK1CC		LABEL	7	1	16	(NORM,PROT)			' Customer Title'
MAP000330	BNK1CCM	BNK1CCM.BNK1CC	CUSTTIT	FIELD	7	18	10	(UNPROT,FSET,NORM,IC)			
MAP000331	BNK1CCM	BNK1CCM.BNK1CC		LABEL	7	29	0	(ASKIP,PROT)			
MAP000332	BNK1CCM	BNK1CCM.BNK1CC		LABEL	7	31	14	(NORM,PROT)			'First Name'
MAP000333	BNK1CCM	BNK1CCM.BNK1CC	CHRISTN	FIELD	7	46	20	(UNPROT,FSET,NORM)			
MAP000334	BNK1CCM	BNK1CCM.BNK1CC		LABEL	7	67	0	(ASKIP,PROT)			
MAP000335	BNK1CCM	BNK1CCM.BNK1CC		LABEL	8	1	16	(NORM,PROT)			' Middle Initials'
MAP000336	BNK1CCM	BNK1CCM.BNK1CC	CUSTINS	FIELD	8	18	2	(UNPROT,FSET,NORM)			
MAP000337	BNK1CCM	BNK1CCM.BNK1CC		LABEL	8	21	0	(PROT,ASKIP)			
MAP000338	BNK1CCM	BNK1CCM.BNK1CC		LABEL	8	22	12	(NORM,PROT)			'Family name '
MAP000339	BNK1CCM	BNK1CCM.BNK1CC	CUSTSN	FIELD	8	35	20	(UNPROT,FSET,NORM)			
MAP000340	BNK1CCM	BNK1CCM.BNK1CC		LABEL	8	56	1	(PROT,ASKIP)			
MAP000341	BNK1CCM	BNK1CCM.BNK1CC		LABEL	10	1	16	(NORM,PROT)			' Customer Addr1 '
MAP000342	BNK1CCM	BNK1CCM.BNK1CC	CUSTAD1	FIELD	10	18	60	(UNPROT,FSET,NORM)			
MAP000343	BNK1CCM	BNK1CCM.BNK1CC		LABEL	10	79	0	(PROT,ASKIP)			
MAP000344	BNK1CCM	BNK1CCM.BNK1CC		LABEL	11	1	16	(NORM,PROT)			' Customer Addr2 '
MAP000345	BNK1CCM	BNK1CCM.BNK1CC	CUSTAD2	FIELD	11	18	60	(NORM,UNPROT,FSET)			
MAP000346	BNK1CCM	BNK1CCM.BNK1CC		LABEL	11	79	0	(PROT,ASKIP)			
MAP000347	BNK1CCM	BNK1CCM.BNK1CC		LABEL	12	1	16	(NORM,PROT)			' Customer Addr3 '
MAP000348	BNK1CCM	BNK1CCM.BNK1CC	CUSTAD3	FIELD	12	18	40	(NORM,UNPROT,FSET)			
MAP000349	BNK1CCM	BNK1CCM.BNK1CC		LABEL	12	59	1	(PROT,ASKIP)			
MAP000350	BNK1CCM	BNK1CCM.BNK1CC		LABEL	13	1	16	(NORM,PROT)			' Customer D.O.B.'
MAP000351	BNK1CCM	BNK1CCM.BNK1CC	DOBDD	FIELD	13	18	2	(NORM,UNPROT,FSET,NUM)			
MAP000352	BNK1CCM	BNK1CCM.BNK1CC		LABEL	13	21	1	(NORM,PROT,ASKIP)			'/'
MAP000353	BNK1CCM	BNK1CCM.BNK1CC	DOBMM	FIELD	13	23	2	(NORM,UNPROT,FSET,NUM)			
MAP000354	BNK1CCM	BNK1CCM.BNK1CC		LABEL	13	26	1	(NORM,PROT,ASKIP)			'/'
MAP000355	BNK1CCM	BNK1CCM.BNK1CC	DOBYY	FIELD	13	28	4	(NORM,NUM,UNPROT,FSET)			
MAP000356	BNK1CCM	BNK1CCM.BNK1CC		LABEL	13	33	1	(PROT,ASKIP)			
MAP000357	BNK1CCM	BNK1CCM.BNK1CC		LABEL	15	1	16	(NORM,PROT)			' Sort Code     '
MAP000358	BNK1CCM	BNK1CCM.BNK1CC	SORTC	FIELD	15	18	6	(NORM,PROT,FSET,NUM)			
MAP000359	BNK1CCM	BNK1CCM.BNK1CC		LABEL	16	1	16	(NORM,PROT)			' Customer Number'
MAP000360	BNK1CCM	BNK1CCM.BNK1CC	CUSTNO2	FIELD	16	18	10	(NORM,PROT,FSET,NUM)			
MAP000361	BNK1CCM	BNK1CCM.BNK1CC		LABEL	17	1	16	(NORM,PROT)			' Credit Score   '
MAP000362	BNK1CCM	BNK1CCM.BNK1CC	CREDSC	FIELD	17	18	3	(NORM,PROT,FSET,NUM)			
MAP000363	BNK1CCM	BNK1CCM.BNK1CC		LABEL	18	1	16	(NORM,PROT)			' CS Review Date '
MAP000364	BNK1CCM	BNK1CCM.BNK1CC	SCRDTDD	FIELD	18	18	2	(NORM,PROT,FSET,NUM)			
MAP000365	BNK1CCM	BNK1CCM.BNK1CC		LABEL	18	21	1	(NORM,PROT,ASKIP)			'/'
MAP000366	BNK1CCM	BNK1CCM.BNK1CC	SCRDTMM	FIELD	18	23	2	(NORM,PROT,FSET,NUM)			
MAP000367	BNK1CCM	BNK1CCM.BNK1CC		LABEL	18	26	1	(NORM,PROT,ASKIP)			'/'
MAP000368	BNK1CCM	BNK1CCM.BNK1CC	SCRDTYY	FIELD	18	28	4	(NORM,PROT,FSET,NUM)			
MAP000369	BNK1CCM	BNK1CCM.BNK1CC	MESSAGE	FIELD	23	1	79	(BRT,PROT)			
MAP000370	BNK1CCM	BNK1CCM.BNK1CC		LABEL	24	1	20	(NORM,PROT)			'F3=Exit   F12=Cancel'
MAP000371	BNK1CCM	BNK1CCM.BNK1CC	DUMMY	FIELD	24	79	1	(DRK,PROT,FSET)			' '
