CommID	AccessType	Statement	Modifier	Exprpos	TableIndex	ExtID
711	ASM	DFHMDF				MAP000017
712	ASM	DFHMDF	POS		(10,79)	
713	ASM	DFHMDF				MAP000018
714	ASM	DFHMDF	POS		(11,1)	
715	ASM	DFHMDF	INITIAL		' '	
716	ASM	DFHMDF				MAP000019
717	ASM	DFHMDF	POS		(11,18)	
718	ASM	DFHMDF				MAP000020
719	ASM	DFHMDF	POS		(11,79)	
720	ASM	DFHMDF				MAP000021
721	ASM	DFHMDF	POS		(12,1)	
722	ASM	DFHMDF				MAP000022
723	ASM	DFHMDF	POS		(12,18)	
724	ASM	DFHMDF	LENGTH		40	
725	ASM	DFHMDF				MAP000023
726	ASM	DFHMDF	POS		(12,59)	
727	ASM	DFHMDF				MAP000024
728	ASM	DFHMDF	POS		(13,1)	
729	ASM	DFHMDF	INITIAL		'Customer D.O.B.'	
730	ASM	DFHMDF				MAP000025
731	ASM	DFHMDF	POS		(13,18)	
732	ASM	DFHMDF	LENGTH		2	
733	ASM	DFHMDF				MAP000026
734	ASM	DFHMDF	POS		(13,21)	
735	ASM	DFHMDF	INITIAL		'/'	
736	ASM	DFHMDF				MAP000027
737	ASM	DFHMDF	POS		(13,23)	
738	ASM	DFHMDF				MAP000028
739	ASM	DFHMDF	POS		(13,26)	
740	ASM	DFHMDF				MAP000029
741	ASM	DFHMDF	POS		(13,28)	
742	ASM	DFHMDF	LENGTH		4	
743	ASM	DFHMDF				MAP000030
744	ASM	DFHMDF	POS		(14,1)	
745	ASM	DFHMDF	LENGTH		17	
746	ASM	DFHMDF	INITIAL		'Credit Score    '	
747	ASM	DFHMDF				MAP000031
748	ASM	DFHMDF	POS		(14,18)	
749	ASM	DFHMDF	LENGTH		3	
750	ASM	DFHMDF				MAP000032
751	ASM	DFHMDF	POS		(15,1)	
752	ASM	DFHMDF	INITIAL		'CS Review Date  '	
753	ASM	DFHMDF				MAP000033
754	ASM	DFHMDF	POS		(15,18)	
755	ASM	DFHMDF				MAP000034
756	ASM	DFHMDF	POS		(15,21)	
757	ASM	DFHMDF				MAP000035
758	ASM	DFHMDF	POS		(15,23)	
759	ASM	DFHMDF				MAP000036
760	ASM	DFHMDF	POS		(15,26)	
761	ASM	DFHMDF				MAP000037
762	ASM	DFHMDF	POS		(15,28)	
763	ASM	DFHMDF				MAP000038
764	ASM	DFHMDF	POS		(23,1)	
765	ASM	DFHMDF	LENGTH		79	
766	ASM	DFHMDF	ATTRB		(BRT,PROT,ASKIP)	
767	ASM	DFHMDF				MAP000039
768	ASM	DFHMDF	POS		(24,1)	
769	ASM	DFHMDF	LENGTH		20	
770	ASM	DFHMDF	INITIAL		'F3=Exit   F12=Cancel'	
771	ASM	DFHMDF				MAP000040
772	ASM	DFHMDF	POS		(24,79)	
773	ASM	DFHMDF	ATTRB		(DRK,PROT,FSET,ASKIP)	
774	ASM	DFHMDF				MAP000041
775	MAPSET	DFHMSD	TYPE			
776	MAPSET	DFHMSD				MAP000042
777	MAP	DFHMDI				MAP000043
778	ASM	DFHMDF	INITIAL		'BNK1CD '	
779	ASM	DFHMDF	ATTRB		(PROT,NORM)	
780	ASM	DFHMDF				MAP000044
781	ASM	DFHMDF	POS		(1,15)	
782	ASM	DFHMDF	LENGTH		58	
783	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Credit/Debit Funds.'	
784	ASM	DFHMDF				MAP000045
785	ASM	DFHMDF	LENGTH		61	
786	ASM	DFHMDF	INITIAL		'Provide an ACCOUNT number and an AMOUNT and then press Enter.'	
787	ASM	DFHMDF				MAP000046
788	ASM	DFHMDF	LENGTH		15	
789	ASM	DFHMDF	INITIAL		'ACCOUNT NUMBER:'	
790	ASM	DFHMDF				MAP000047
791	ASM	DFHMDF	POS		(8,17)	
792	ASM	DFHMDF	LENGTH		8	
793	ASM	DFHMDF	ATTRB		(NORM,NUM,IC,FSET)	
794	ASM	DFHMDF				MAP000048
795	ASM	DFHMDF	POS		(8,26)	
796	ASM	DFHMDF	INITIAL		'AMOUNT:'	
797	ASM	DFHMDF				MAP000049
798	ASM	DFHMDF	POS		(8,35)	
799	ASM	DFHMDF	ATTRB		(NORM,UNPROT,FSET)	
800	ASM	DFHMDF	INITIAL		'+'	
801	ASM	DFHMDF				MAP000050
802	ASM	DFHMDF	POS		(8,37)	
803	ASM	DFHMDF	LENGTH		13	
804	ASM	DFHMDF	INITIAL		'0000000000.00'	
805	ASM	DFHMDF				MAP000051
806	ASM	DFHMDF	POS		(8,51)	
807	ASM	DFHMDF				MAP000052
808	ASM	DFHMDF	INITIAL		'Sort Code: '	
809	ASM	DFHMDF				MAP000053
810	ASM	DFHMDF	POS		(10,21)	
811	ASM	DFHMDF	ATTRB		(NORM,NUM,PROT)	
812	ASM	DFHMDF	INITIAL		'      '	
813	ASM	DFHMDF				MAP000054
814	ASM	DFHMDF	LENGTH		18	
815	ASM	DFHMDF	INITIAL		'Available Balance:'	
816	ASM	DFHMDF				MAP000055
817	ASM	DFHMDF	POS		(11,20)	
818	ASM	DFHMDF	LENGTH		14	
819	ASM	DFHMDF				MAP000056
820	ASM	DFHMDF	INITIAL		'Actual Balance:'	
821	ASM	DFHMDF				MAP000057
822	ASM	DFHMDF	POS		(12,20)	
823	ASM	DFHMDF				MAP000058
824	ASM	DFHMDF	ATTRB		(BRT,PROT)	
825	ASM	DFHMDF				MAP000059
826	ASM	DFHMDF				MAP000060
827	ASM	DFHMDF	ATTRB		(DRK,PROT,FSET)	
828	ASM	DFHMDF				MAP000061
829	MAPSET	DFHMSD				MAP000062
830	MAP	DFHMDI				MAP000063
831	ASM	DFHMDF	INITIAL		'BNK1B2'	
832	ASM	DFHMDF	ATTRB		(ASKIP,NORM)	
833	ASM	DFHMDF				MAP000064
834	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Transfer Funds'	
835	ASM	DFHMDF				MAP000065
836	ASM	DFHMDF	INITIAL		'Transfer funds'	
837	ASM	DFHMDF				MAP000066
838	ASM	DFHMDF	POS		(2,1)	
839	ASM	DFHMDF	ATTRB			
840	ASM	DFHMDF				MAP000067
841	ASM	DFHMDF	POS		(5,5)	
842	ASM	DFHMDF	LENGTH		73	
843	ASM	DFHMDF	INITIAL		'Provide the Sort Code and Account Number of the Accounts you want '	
844	ASM	DFHMDF				MAP000068
845	ASM	DFHMDF	POS		(6,5)	
846	ASM	DFHMDF	LENGTH		68	
847	ASM	DFHMDF	INITIAL		'to transfer money FROM and TO and the AMOUNT you want to transfer. '	
848	ASM	DFHMDF				MAP000069
849	ASM	DFHMDF	POS		(7,5)	
850	ASM	DFHMDF	INITIAL		'Then press ENTER.  '	
851	ASM	DFHMDF				MAP000070
852	ASM	DFHMDF				MAP000071
853	ASM	DFHMDF	POS		(9,5)	
854	ASM	DFHMDF	LENGTH		12	
855	ASM	DFHMDF	INITIAL		'From Account'	
856	ASM	DFHMDF	ATTRB		(ASKIP,BRT)	
857	ASM	DFHMDF				MAP000072
858	ASM	DFHMDF	POS		(10,10)	
859	ASM	DFHMDF	INITIAL		'Sort Code      :'	
860	ASM	DFHMDF				MAP000073
861	ASM	DFHMDF	POS		(10,27)	
862	ASM	DFHMDF	INITIAL		'00'	
863	ASM	DFHMDF				MAP000074
864	ASM	DFHMDF	POS		(10,30)	
865	ASM	DFHMDF	INITIAL		'-'	
866	ASM	DFHMDF				MAP000075
867	ASM	DFHMDF	POS		(10,32)	
868	ASM	DFHMDF				MAP000076
869	ASM	DFHMDF	POS		(10,35)	
870	ASM	DFHMDF				MAP000077
871	ASM	DFHMDF	POS		(10,37)	
872	ASM	DFHMDF				MAP000078
873	ASM	DFHMDF	POS		(10,40)	
874	ASM	DFHMDF	LENGTH		39	
875	ASM	DFHMDF				MAP000079
876	ASM	DFHMDF	POS		(11,10)	
877	ASM	DFHMDF	INITIAL		'Account Number :'	
878	ASM	DFHMDF				MAP000080
879	ASM	DFHMDF	POS		(11,27)	
880	ASM	DFHMDF	ATTRB		(NUM,BRT,IC)	
881	ASM	DFHMDF				MAP000081
882	ASM	DFHMDF	POS		(11,36)	
883	ASM	DFHMDF	LENGTH		43	
884	ASM	DFHMDF				MAP000082
885	ASM	DFHMDF				MAP000083
886	ASM	DFHMDF	POS		(13,10)	
887	ASM	DFHMDF	LENGTH		26	
888	ASM	DFHMDF	INITIAL		'Amount to be Transferred :'	
889	ASM	DFHMDF				MAP000084
890	ASM	DFHMDF	POS		(13,39)	
891	ASM	DFHMDF	ATTRB		(NORM,UNPROT)	
892	ASM	DFHMDF				MAP000085
893	ASM	DFHMDF	POS		(13,53)	
894	ASM	DFHMDF	LENGTH		24	
895	ASM	DFHMDF				MAP000086
896	ASM	DFHMDF				MAP000087
897	ASM	DFHMDF	POS		(15,10)	
898	ASM	DFHMDF	INITIAL		'Actual Balance ......... :'	
899	ASM	DFHMDF				MAP000088
900	ASM	DFHMDF	POS		(15,37)	
901	ASM	DFHMDF				MAP000089
902	ASM	DFHMDF	POS		(15,39)	
903	ASM	DFHMDF	INITIAL		'0000000000'	
904	ASM	DFHMDF	ATTRB		(NUM,PROT,ASKIP,NORM)	
905	ASM	DFHMDF				MAP000090
906	ASM	DFHMDF	POS		(15,50)	
907	ASM	DFHMDF	INITIAL		'.'	
908	ASM	DFHMDF				MAP000091
909	ASM	DFHMDF	POS		(15,52)	
910	ASM	DFHMDF				MAP000092
911	ASM	DFHMDF	POS		(15,55)	
912	ASM	DFHMDF				MAP000093
913	ASM	DFHMDF	POS		(16,10)	
914	ASM	DFHMDF	INITIAL		'Available Balance ...... :'	
915	ASM	DFHMDF				MAP000094
916	ASM	DFHMDF	POS		(16,37)	
917	ASM	DFHMDF				MAP000095
918	ASM	DFHMDF	POS		(16,39)	
919	ASM	DFHMDF	ATTRB		(NUM,NORM,PROT,ASKIP)	
920	ASM	DFHMDF				MAP000096
921	ASM	DFHMDF	POS		(16,50)	
922	ASM	DFHMDF	ATTRB		(ASKIP,NORM,PROT,ASKIP)	
923	ASM	DFHMDF				MAP000097
924	ASM	DFHMDF	POS		(16,52)	
925	ASM	DFHMDF				MAP000098
926	ASM	DFHMDF	POS		(16,55)	
927	ASM	DFHMDF				MAP000099
928	ASM	DFHMDF	POS		(17,1)	
929	ASM	DFHMDF				MAP000100
930	ASM	DFHMDF	POS		(18,5)	
931	ASM	DFHMDF	INITIAL		'To Account'	
932	ASM	DFHMDF				MAP000101
933	ASM	DFHMDF	POS		(19,10)	
934	ASM	DFHMDF				MAP000102
935	ASM	DFHMDF	POS		(19,27)	
936	ASM	DFHMDF				MAP000103
937	ASM	DFHMDF	POS		(19,30)	
938	ASM	DFHMDF				MAP000104
939	ASM	DFHMDF	POS		(19,32)	
940	ASM	DFHMDF				MAP000105
941	ASM	DFHMDF	POS		(19,35)	
942	ASM	DFHMDF				MAP000106
943	ASM	DFHMDF	POS		(19,37)	
944	ASM	DFHMDF	ATTRB		(NUM,BRT)	
945	ASM	DFHMDF				MAP000107
946	ASM	DFHMDF	POS		(19,40)	
947	ASM	DFHMDF				MAP000108
948	ASM	DFHMDF	POS		(20,10)	
949	ASM	DFHMDF				MAP000109
950	ASM	DFHMDF	POS		(20,27)	
951	ASM	DFHMDF				MAP000110
952	ASM	DFHMDF	POS		(20,36)	
953	ASM	DFHMDF				MAP000111
954	ASM	DFHMDF	POS		(21,1)	
955	ASM	DFHMDF				MAP000112
956	ASM	DFHMDF	POS		(22,1)	
957	ASM	DFHMDF				MAP000113
958	ASM	DFHMDF				MAP000114
959	ASM	DFHMDF	ATTRB		(NORM,ASKIP)	
960	ASM	DFHMDF				MAP000115
961	ASM	DFHMDF	ATTRB		(DRK,ASKIP)	
962	ASM	DFHMDF				MAP000116
963	MAPSET	DFHMSD				MAP000117
964	MAP	DFHMDI				MAP000118
965	ASM	DFHMDF	INITIAL		'BNK1DA '	
966	ASM	DFHMDF				MAP000119
967	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Display Account.'	
968	ASM	DFHMDF				MAP000120
969	ASM	DFHMDF	INITIAL		'Provide an ACCOUNT number. Then press Enter.'	
970	ASM	DFHMDF				MAP000121
971	ASM	DFHMDF	INITIAL		'ACCOUNT NUMBER'	
972	ASM	DFHMDF				MAP000122
973	ASM	DFHMDF	ATTRB		(NORM,NUM,IC)	
974	ASM	DFHMDF				MAP000123
975	ASM	DFHMDF	POS		(5,26)	
976	ASM	DFHMDF				MAP000124
977	ASM	DFHMDF	INITIAL		' Customer Number:'	
978	ASM	DFHMDF				MAP000125
979	ASM	DFHMDF	POS		(7,20)	
980	ASM	DFHMDF				MAP000126
981	ASM	DFHMDF	INITIAL		' Sort Code      :'	
982	ASM	DFHMDF				MAP000127
983	ASM	DFHMDF	POS		(8,20)	
984	ASM	DFHMDF				MAP000128
985	ASM	DFHMDF	INITIAL		' Account Number :'	
986	ASM	DFHMDF				MAP000129
987	ASM	DFHMDF	POS		(9,20)	
988	ASM	DFHMDF	ATTRB		(PROT,ASKIP,FSET,NORM)	
989	ASM	DFHMDF				MAP000130
990	ASM	DFHMDF	INITIAL		' Account Type   :'	
991	ASM	DFHMDF				MAP000131
992	ASM	DFHMDF	POS		(10,20)	
993	ASM	DFHMDF				MAP000132
994	ASM	DFHMDF	INITIAL		' Interest Rate  :'	
995	ASM	DFHMDF				MAP000133
996	ASM	DFHMDF	PICOUT		'9999.99'	
997	ASM	DFHMDF				MAP000134
998	ASM	DFHMDF	INITIAL		' Account Opened :'	
999	ASM	DFHMDF				MAP000135
1000	ASM	DFHMDF				MAP000136
1001	ASM	DFHMDF	POS		(12,23)	
1002	ASM	DFHMDF				MAP000137
1003	ASM	DFHMDF	POS		(12,25)	
1004	ASM	DFHMDF				MAP000138
1005	ASM	DFHMDF	POS		(12,28)	
1006	ASM	DFHMDF				MAP000139
1007	ASM	DFHMDF	POS		(12,30)	
1008	ASM	DFHMDF				MAP000140
1009	ASM	DFHMDF	INITIAL		' Overdraft limit:'	
1010	ASM	DFHMDF				MAP000141
1011	ASM	DFHMDF	POS		(13,20)	
1012	ASM	DFHMDF				MAP000142
1013	ASM	DFHMDF	INITIAL		' Last statement :'	
1014	ASM	DFHMDF				MAP000143
1015	ASM	DFHMDF	POS		(14,20)	
1016	ASM	DFHMDF				MAP000144
1017	ASM	DFHMDF	POS		(14,23)	
1018	ASM	DFHMDF				MAP000145
1019	ASM	DFHMDF	POS		(14,25)	
1020	ASM	DFHMDF				MAP000146
1021	ASM	DFHMDF	POS		(14,28)	
1022	ASM	DFHMDF				MAP000147
1023	ASM	DFHMDF	POS		(14,30)	
1024	ASM	DFHMDF				MAP000148
1025	ASM	DFHMDF	INITIAL		' Next statement :'	
1026	ASM	DFHMDF				MAP000149
1027	ASM	DFHMDF	POS		(15,20)	
1028	ASM	DFHMDF				MAP000150
1029	ASM	DFHMDF				MAP000151
1030	ASM	DFHMDF	POS		(15,25)	
1031	ASM	DFHMDF				MAP000152
1032	ASM	DFHMDF				MAP000153
1033	ASM	DFHMDF	POS		(15,30)	
1034	ASM	DFHMDF				MAP000154
1035	ASM	DFHMDF	POS		(16,1)	
1036	ASM	DFHMDF	INITIAL		' Available Bal  :'	
1037	ASM	DFHMDF				MAP000155
1038	ASM	DFHMDF	POS		(16,19)	
1039	ASM	DFHMDF				MAP000156
1040	ASM	DFHMDF	INITIAL		' Actual Balance :'	
1041	ASM	DFHMDF				MAP000157
1042	ASM	DFHMDF	POS		(17,19)	
1043	ASM	DFHMDF				MAP000158
1044	ASM	DFHMDF				MAP000159
1045	ASM	DFHMDF				MAP000160
1046	ASM	DFHMDF				MAP000161
1047	MAPSET	DFHMSD				MAP000162
1048	MAP	DFHMDI				MAP000163
1049	ASM	DFHMDF	INITIAL		'BNK1ACC'	
1050	ASM	DFHMDF				MAP000164
1051	ASM	DFHMDF	POS		(1,14)	
1052	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Accounts for Customers.'	
1053	ASM	DFHMDF				MAP000165
1054	ASM	DFHMDF	INITIAL		'Provide a Customer number. Then press Enter.'	
1055	ASM	DFHMDF				MAP000166
1056	ASM	DFHMDF				MAP000167
1057	ASM	DFHMDF				MAP000168
1058	ASM	DFHMDF				MAP000169
1059	ASM	DFHMDF	LENGTH		41	
1060	ASM	DFHMDF	INITIAL		'SORT CODE   ACCOUNT NUMBER   ACCOUNT TYPE'	
1061	ASM	DFHMDF				MAP000170
1062	ASM	DFHMDF	POS		(8,43)	
1063	ASM	DFHMDF	LENGTH		33	
1064	ASM	DFHMDF	INITIAL		'   AVAIL BALANCE   ACTUAL BALANCE'	
1065	ASM	DFHMDF				MAP000171
1066	ASM	DFHMDF	OCCURS		10	
1067	ASM	DFHMDF				MAP000172
1068	ASM	DFHMDF				MAP000173
1069	ASM	DFHMDF				MAP000174
1070	ASM	DFHMDF	ATTRB		(DRK,PROT,ASKIP,FSET)	
1071	ASM	DFHMDF				MAP000175
1072	MAPSET	DFHMSD				MAP000176
1073	MAP	DFHMDI				MAP000177
1074	ASM	DFHMDF	INITIAL		'BNK1TF '	
1075	ASM	DFHMDF				MAP000178
1076	ASM	DFHMDF	POS		(1,17)	
1077	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Transfer funds.'	
1078	ASM	DFHMDF				MAP000179
1079	ASM	DFHMDF	LENGTH		70	
1080	ASM	DFHMDF	INITIAL		'Provide a FROM account, a TO account and an Amount and press Enter.'	
1081	ASM	DFHMDF				MAP000180
1082	ASM	DFHMDF	LENGTH		21	
1083	ASM	DFHMDF	INITIAL		'FROM Account Number:'	
1084	ASM	DFHMDF				MAP000181
1085	ASM	DFHMDF	POS		(8,23)	
1086	ASM	DFHMDF	ATTRB		(NORM,NUM,FSET)	
1087	ASM	DFHMDF				MAP000182
1088	ASM	DFHMDF	POS		(8,32)	
1089	ASM	DFHMDF	LENGTH		19	
1090	ASM	DFHMDF	INITIAL		'TO Account Number:'	
1091	ASM	DFHMDF				MAP000183
1092	ASM	DFHMDF	POS		(8,52)	
1093	ASM	DFHMDF				MAP000184
1094	ASM	DFHMDF	POS		(8,61)	
1095	ASM	DFHMDF				MAP000185
1096	ASM	DFHMDF				MAP000186
1097	ASM	DFHMDF	POS		(9,23)	
1098	ASM	DFHMDF				MAP000187
1099	ASM	DFHMDF	POS		(9,37)	
1100	ASM	DFHMDF				MAP000188
1101	ASM	DFHMDF	INITIAL		'FROM Account   :'	
1102	ASM	DFHMDF				MAP000189
1103	ASM	DFHMDF				MAP000190
1104	ASM	DFHMDF	POS		(11,35)	
1105	ASM	DFHMDF	INITIAL		'TO Account     :'	
1106	ASM	DFHMDF				MAP000191
1107	ASM	DFHMDF	POS		(11,55)	
1108	ASM	DFHMDF				MAP000192
1109	ASM	DFHMDF				MAP000193
1110	ASM	DFHMDF				MAP000194
1111	ASM	DFHMDF	POS		(12,35)	
1112	ASM	DFHMDF				MAP000195
1113	ASM	DFHMDF	POS		(12,55)	
1114	ASM	DFHMDF				MAP000196
1115	ASM	DFHMDF	INITIAL		'Actual Balance :'	
1116	ASM	DFHMDF				MAP000197
1117	ASM	DFHMDF	POS		(13,19)	
1118	ASM	DFHMDF				MAP000198
1119	ASM	DFHMDF	POS		(13,35)	
1120	ASM	DFHMDF				MAP000199
1121	ASM	DFHMDF	POS		(13,54)	
1122	ASM	DFHMDF				MAP000200
1123	ASM	DFHMDF	INITIAL		'Avail Balance  :'	
1124	ASM	DFHMDF				MAP000201
1125	ASM	DFHMDF	POS		(14,19)	
1126	ASM	DFHMDF				MAP000202
1127	ASM	DFHMDF	POS		(14,35)	
1128	ASM	DFHMDF				MAP000203
1129	ASM	DFHMDF	POS		(14,54)	
1130	ASM	DFHMDF				MAP000204
1131	ASM	DFHMDF				MAP000205
1132	ASM	DFHMDF				MAP000206
1133	ASM	DFHMDF				MAP000207
1134	MAPSET	DFHMSD				MAP000208
1135	MAP	DFHMDI				MAP000209
1136	ASM	DFHMDF	INITIAL		'BNK1MA '	
1137	ASM	DFHMDF				MAP000210
1138	ASM	DFHMDF	POS		(1,20)	
1139	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Main Menu.'	
1140	ASM	DFHMDF				MAP000211
1141	ASM	DFHMDF	LENGTH		36	
1142	ASM	DFHMDF	INITIAL		'Select an option. Then press Enter.'	
1143	ASM	DFHMDF				MAP000212
1144	ASM	DFHMDF	INITIAL		'Action . . . .'	
1145	ASM	DFHMDF				MAP000213
1146	ASM	DFHMDF	POS		(5,16)	
1147	ASM	DFHMDF				MAP000214
1148	ASM	DFHMDF	POS		(5,18)	
1149	ASM	DFHMDF	LENGTH		46	
1150	ASM	DFHMDF	INITIAL		'1.  Display/Delete/Update CUSTOMER information'	
1151	ASM	DFHMDF				MAP000215
1152	ASM	DFHMDF	POS		(6,18)	
1153	ASM	DFHMDF	LENGTH		38	
1154	ASM	DFHMDF	INITIAL		'2.  Display/Delete ACCOUNT information'	
1155	ASM	DFHMDF				MAP000216
1156	ASM	DFHMDF	INITIAL		'3.  Create CUSTOMER'	
1157	ASM	DFHMDF				MAP000217
1158	ASM	DFHMDF	INITIAL		'4.  Create ACCOUNT'	
1159	ASM	DFHMDF				MAP000218
1160	ASM	DFHMDF	INITIAL		'5.  Update ACCOUNT'	
1161	ASM	DFHMDF				MAP000219
1162	ASM	DFHMDF	INITIAL		'6.  Credit/Debit funds to an ACCOUNT'	
1163	ASM	DFHMDF				MAP000220
1164	ASM	DFHMDF	LENGTH		42	
1165	ASM	DFHMDF	INITIAL		'7.  Transfer funds'	
1166	ASM	DFHMDF				MAP000221
1167	ASM	DFHMDF	INITIAL		'A.  Look up Accounts with Customer Number'	
1168	ASM	DFHMDF				MAP000222
1169	ASM	DFHMDF				MAP000223
1170	ASM	DFHMDF				MAP000224
1171	ASM	DFHMDF				MAP000225
1172	MAPSET	DFHMSD				MAP000226
1173	MAP	DFHMDI				MAP000227
1174	ASM	DFHMDF	INITIAL		'BNK1UA '	
1175	ASM	DFHMDF				MAP000228
1176	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application - Update Account.'	
1177	ASM	DFHMDF				MAP000229
1178	ASM	DFHMDF	LENGTH		34	
1179	ASM	DFHMDF	INITIAL		'Please provide an ACCOUNT number.'	
1180	ASM	DFHMDF				MAP000230
1181	ASM	DFHMDF				MAP000231
1182	ASM	DFHMDF	ATTRB		(NORM,NUM,IC,UNPROT)	
1183	ASM	DFHMDF				MAP000232
1184	ASM	DFHMDF				MAP000233
1185	ASM	DFHMDF				MAP000234
1186	ASM	DFHMDF	ATTRB		(NORM,PROT,FSET)	
1187	ASM	DFHMDF				MAP000235
1188	ASM	DFHMDF	POS		(7,32)	
1189	ASM	DFHMDF				MAP000236
1190	ASM	DFHMDF				MAP000237
1191	ASM	DFHMDF				MAP000238
1192	ASM	DFHMDF	POS		(8,27)	
1193	ASM	DFHMDF				MAP000239
1194	ASM	DFHMDF				MAP000240
1195	ASM	DFHMDF	ATTRB		(PROT,NORM,FSET)	
1196	ASM	DFHMDF				MAP000241
1197	ASM	DFHMDF	POS		(9,32)	
1198	ASM	DFHMDF				MAP000242
1199	ASM	DFHMDF				MAP000243
1200	ASM	DFHMDF	ATTRB		(UNPROT,FSET,NORM)	
1201	ASM	DFHMDF				MAP000244
1202	ASM	DFHMDF	POS		(10,29)	
1203	ASM	DFHMDF				MAP000245
1204	ASM	DFHMDF				MAP000246
1205	ASM	DFHMDF				MAP000247
1206	ASM	DFHMDF	POS		(11,28)	
1207	ASM	DFHMDF				MAP000248
1208	ASM	DFHMDF				MAP000249
1209	ASM	DFHMDF				MAP000250
1210	ASM	DFHMDF				MAP000251
1211	ASM	DFHMDF				MAP000252
1212	ASM	DFHMDF				MAP000253
1213	ASM	DFHMDF				MAP000254
1214	ASM	DFHMDF				MAP000255
1215	ASM	DFHMDF				MAP000256
1216	ASM	DFHMDF	POS		(13,29)	
1217	ASM	DFHMDF				MAP000257
1218	ASM	DFHMDF				MAP000258
1219	ASM	DFHMDF				MAP000259
1220	ASM	DFHMDF				MAP000260
1221	ASM	DFHMDF				MAP000261
1222	ASM	DFHMDF				MAP000262
1223	ASM	DFHMDF				MAP000263
1224	ASM	DFHMDF				MAP000264
1225	ASM	DFHMDF				MAP000265
1226	ASM	DFHMDF				MAP000266
1227	ASM	DFHMDF				MAP000267
1228	ASM	DFHMDF				MAP000268
1229	ASM	DFHMDF				MAP000269
1230	ASM	DFHMDF				MAP000270
1231	ASM	DFHMDF				MAP000271
1232	ASM	DFHMDF				MAP000272
1233	ASM	DFHMDF				MAP000273
1234	ASM	DFHMDF				MAP000274
1235	ASM	DFHMDF				MAP000275
1236	ASM	DFHMDF				MAP000276
1237	ASM	DFHMDF				MAP000277
1238	MAPSET	DFHMSD				MAP000278
1239	MAP	DFHMDI				MAP000279
1240	ASM	DFHMDF	INITIAL		'BNK1CA '	
1241	ASM	DFHMDF				MAP000280
1242	ASM	DFHMDF	POS		(1,18)	
1243	ASM	DFHMDF	INITIAL		'CICS Banking Sample Application- Create Account.'	
1244	ASM	DFHMDF				MAP000281
1245	ASM	DFHMDF	LENGTH		57	
1246	ASM	DFHMDF	INITIAL		'Please provide the requested information and press Enter.'	
1247	ASM	DFHMDF				MAP000282
1248	ASM	DFHMDF	POS		(6,1)	
1249	ASM	DFHMDF	INITIAL		'Customer number  :'	
1250	ASM	DFHMDF				MAP000283
1251	ASM	DFHMDF	POS		(6,23)	
1252	ASM	DFHMDF				MAP000284
1253	ASM	DFHMDF	POS		(6,34)	
1254	ASM	DFHMDF				MAP000285
1255	ASM	DFHMDF	INITIAL		'Account Type     :'	
1256	ASM	DFHMDF				MAP000286
1257	ASM	DFHMDF	POS		(7,23)	
1258	ASM	DFHMDF				MAP000287
1259	ASM	DFHMDF				MAP000288
1260	ASM	DFHMDF	INITIAL		'Interest Rate    :'	
1261	ASM	DFHMDF				MAP000289
1262	ASM	DFHMDF	ATTRB		(NORM,FSET,UNPROT)	
1263	ASM	DFHMDF	INITIAL		'0000.00'	
1264	ASM	DFHMDF				MAP000290
1265	ASM	DFHMDF	POS		(8,31)	
1266	ASM	DFHMDF				MAP000291
1267	ASM	DFHMDF	INITIAL		'Overdraft Limit  :'	
1268	ASM	DFHMDF				MAP000292
1269	ASM	DFHMDF	ATTRB		(NORM,NUM,UNPROT,FSET)	
1270	ASM	DFHMDF	INITIAL		'0'	
1271	ASM	DFHMDF	JUSTIFY			
1272	ASM	DFHMDF				MAP000293
1273	ASM	DFHMDF				MAP000294
1274	ASM	DFHMDF	INITIAL		'Account number   :'	
1275	ASM	DFHMDF				MAP000295
1276	ASM	DFHMDF	INITIAL		'        '	
1277	ASM	DFHMDF				MAP000296
1278	ASM	DFHMDF	INITIAL		'Sort code        :'	
1279	ASM	DFHMDF				MAP000297
1280	ASM	DFHMDF				MAP000298
1281	ASM	DFHMDF	INITIAL		'Account Opened   :'	
1282	ASM	DFHMDF				MAP000299
1283	ASM	DFHMDF				MAP000300
1284	ASM	DFHMDF				MAP000301
1285	ASM	DFHMDF				MAP000302
1286	ASM	DFHMDF	POS		(15,31)	
1287	ASM	DFHMDF				MAP000303
1288	ASM	DFHMDF	POS		(15,33)	
1289	ASM	DFHMDF				MAP000304
1290	ASM	DFHMDF	INITIAL		'Last Stmt Date   :'	
1291	ASM	DFHMDF				MAP000305
1292	ASM	DFHMDF	POS		(16,23)	
1293	ASM	DFHMDF				MAP000306
1294	ASM	DFHMDF	POS		(16,26)	
1295	ASM	DFHMDF				MAP000307
1296	ASM	DFHMDF	POS		(16,28)	
1297	ASM	DFHMDF				MAP000308
1298	ASM	DFHMDF	POS		(16,31)	
1299	ASM	DFHMDF				MAP000309
1300	ASM	DFHMDF	POS		(16,33)	
1301	ASM	DFHMDF				MAP000310
